Date,Max Air Temp,Min Air Temp,Avg Air Temp,Precipitation,Avg Wind Speed,Avg Wind Direction,Max Solar Radiation,Stations,Year,Month,Week
11/27/2003,19.8,13.9,17.2,0,2.32,55.59,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,11,48
11/28/2003,23.8,16.8,20.6,0,3.54,200.46,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,11,48
11/29/2003,16.8,4,10.2,0,6.3,288.31,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,11,48
11/30/2003,12.8,1.1,8.6,0,3.42,257.28,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,11,49
12/1/2003,16.8,11.9,15.5,0,4.9,258.49,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/2/2003,12.8,3,10.9,0,3.62,342.72,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/3/2003,6.8,1.1,5.8,0,3.16,23.29,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/4/2003,10.8,5,8.3,0,4.4,19.8,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/5/2003,12.8,8,11.9,0,3.67,336.08,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/6/2003,10.8,6,9.5,0,4.59,322.48,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,49
12/7/2003,9.8,2.1,7.1,0,3.14,319.63,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/8/2003,11.8,1.1,6.6,0,1.76,289.57,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/9/2003,15.8,1.1,9.1,0,1.31,97.54,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/10/2003,19.8,11.9,16.1,0,3.12,155.14,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/11/2003,18.8,7,13.3,0,6.09,268.64,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/12/2003,10.8,2.1,9.4,0,2.15,317.77,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/13/2003,10.8,4,9.2,0,4,39.3,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,50
12/14/2003,11.8,7,11.2,6.04,3.98,9.08,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/15/2003,12.8,3,9.2,0,4.15,304.05,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/16/2003,17,3,10,0,NA,NA,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/17/2003,17.8,11.9,17.3,0,5.26,216.2,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/18/2003,10.8,3,8.2,0,3.57,260.32,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/19/2003,10.8,6,10.5,0,5.72,270.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/20/2003,5.7,1.1,6.1,0,3.91,311.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,51
12/21/2003,6.8,-1.9,4.6,0,2.87,310.77,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/22/2003,12.8,1.1,8,0,1.8,221.84,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/23/2003,19.8,4,11.7,0,1.45,120.12,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/24/2003,16.8,13.9,17,0,2.98,204.24,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/25/2003,12.8,3,10.7,0,3.85,321.44,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/26/2003,10.8,1.1,6.5,0,1.93,320.06,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/27/2003,12.8,1.1,7.4,0,1.87,321.35,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,52
12/28/2003,14.8,2.1,8.4,0,2.16,29.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,53
12/29/2003,17.8,1.1,11.7,0,1.14,27.14,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,53
12/30/2003,19.8,11.9,17.1,0,3.85,241.93,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,53
12/31/2003,15.8,1.1,10.2,0,2.33,25.39,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2003,12,53
1/1/2004,16.8,2.1,9.3,0,1.34,321.02,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,1
1/2/2004,16.8,4,10.1,0,1.65,233.85,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,1
1/3/2004,16.8,11.9,15.4,0,3.28,233.41,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,1
1/4/2004,18.8,13.9,16.8,0,3.79,238.66,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/5/2004,16.8,15.8,17.4,0,5.55,235.82,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/6/2004,16.8,8,14.6,0,4.68,310.28,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/7/2004,5.7,-1.9,5.1,0,3.61,334.17,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/8/2004,10.8,-2.8,4.5,0,1.07,163.75,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/9/2004,5.7,3,6.4,0,2.3,14.24,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/10/2004,1.7,1.1,4.1,0,6.4,10.24,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,2
1/11/2004,2.7,-5.8,0.9,0,3.78,1.9,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/12/2004,12.8,-0.9,8.3,0,5.22,246.47,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/13/2004,14.8,3,11.4,0,3,254.45,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/14/2004,12.8,3,10.5,0,3.12,4.98,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/15/2004,14.8,6,13,0,4.81,279.92,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/16/2004,9.8,1.1,7,0,2.83,348.23,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/17/2004,10.8,1.1,6.7,0,1.84,75.81,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,3
1/18/2004,16.8,8,15.4,0,5.26,211.16,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/19/2004,15.8,7,11.8,0,3.97,339.91,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/20/2004,4.7,-1.9,4.2,0,3.61,351.79,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/21/2004,6.8,-1.9,4.1,0,1.72,308.23,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/22/2004,10.8,0.1,6.9,0,2.58,242.63,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/23/2004,10.8,3,9.3,0,3.7,293.29,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/24/2004,12.8,3,10.9,0,5.01,251.3,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,4
1/25/2004,10.8,1.1,5.9,0,4.97,43.36,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/26/2004,5.7,3,5.5,0,4.72,13.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/27/2004,7,2.1,5.7,0,NA,NA,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/28/2004,5.7,1.1,5.7,0,5.08,296.22,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/29/2004,10.8,3,8.2,0,4.42,250.56,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/30/2004,11.8,6,10.2,0,4.43,249.96,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
1/31/2004,8.8,1.1,6,0,3.04,344.08,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,1,5
2/1/2004,5.7,-0.9,4.5,0,3.34,30.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/2/2004,10.8,1.1,6.2,0,4.79,33.18,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/3/2004,14.8,9.9,14.3,0,5,197.42,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/4/2004,11.8,3,8.7,0,2.19,30.68,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/5/2004,12.8,6,10,0,3.77,45.75,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/6/2004,19.8,11.9,17.1,0,4.38,145.74,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/7/2004,16.8,11.9,15.7,0,5.41,241.31,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,6
2/8/2004,10.8,2.1,8.3,0,4.59,338.56,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/9/2004,10.8,1.1,7.1,0,2.69,26.6,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/10/2004,12.8,8,11.8,0,2.8,304.3,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/11/2004,12.8,9.9,13,0,3.02,279.35,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/12/2004,10.8,7,9,2.9,3.12,20.38,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/13/2004,11.5,5.4,7.6,NA,NA,NA,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/14/2004,10.8,7,9.7,0,2.26,355.99,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,7
2/15/2004,10.8,8,11.1,0,4.8,38.19,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/16/2004,6.8,2.1,6.7,0,6.09,10.04,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/17/2004,4.7,3,5.2,0,5.16,7.88,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/18/2004,10.8,3,7.1,0,6.69,341.85,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/19/2004,14.8,1.1,8.5,0,2.78,242.87,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/20/2004,14.8,7,12.3,0,4.1,226.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/21/2004,15.8,12.9,15.4,0,5.99,236.25,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,8
2/22/2004,14.8,4,11.5,0,2.76,42.83,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/23/2004,14.8,4,9.9,0,2.28,54.46,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/24/2004,14.8,9.9,13.7,0,4.41,28.78,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/25/2004,12.8,6,10.9,0,5.55,30.06,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/26/2004,10.8,4,8,0,7.73,34.57,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/27/2004,6.8,3,6.3,0,7.94,3.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/28/2004,14.8,1.1,8.7,0,5.3,12.03,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,9
2/29/2004,14.8,1.1,8.6,0,1.68,226.31,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,2,10
3/1/2004,21.9,6,14.1,0,2.13,196.67,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/2/2004,22.5,17.1,19.7,NA,NA,NA,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/3/2004,22.5,15.6,18.1,NA,NA,NA,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/4/2004,23.6,17.1,19.9,NA,NA,NA,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/5/2004,23.1,18.7,20.7,NA,NA,NA,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/6/2004,18.8,16.8,18.3,0,6.15,224.59,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,10
3/7/2004,21.9,13.9,18.2,0,3.49,244.23,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/8/2004,17.8,8,15,0,6.02,289.32,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/9/2004,12.8,3,9.9,0,2.52,66.96,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/10/2004,12.8,6,10.3,0,5.66,353.21,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/11/2004,12.8,3,9.5,0,4.15,272.05,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/12/2004,16.8,11.9,14.8,0,5.13,239.06,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/13/2004,14.8,8,13.2,0,3.83,33.93,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,11
3/14/2004,18.8,6,13.1,0,3.01,80.75,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/15/2004,21.9,15.8,18.7,0,2.64,170.57,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/16/2004,18.8,16.8,18.3,0,3.16,188.89,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/17/2004,14.8,11.9,15.4,0,3.53,58.77,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/18/2004,19.8,7,14.5,0,3,144.88,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/19/2004,22.9,13.9,19.1,0,4.42,253.29,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/20/2004,16.8,8.9,15,0,4.25,88.35,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,12
3/21/2004,21.9,15.8,18.5,0,5.76,236.82,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/22/2004,16.8,3,11,0,5.09,346.61,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/23/2004,10.8,2.1,9.4,0,3.33,57.94,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/24/2004,13.6,3.3,9.5,0,2.36,75.33,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/25/2004,21.9,7,15.1,0,2.23,110.47,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/26/2004,21.9,11.9,18,0,2.3,123.67,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/27/2004,23.9,11.9,17.1,0,2.38,224.4,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,13
3/28/2004,22,13.1,17.4,0,4.1,24.06,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,14
3/29/2004,17,10.5,12.6,0,5.11,24.72,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,14
3/30/2004,12.5,10.5,11.3,0,3.11,33.83,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,14
3/31/2004,18.1,13.1,15.2,7.13,3.01,194.7,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,3,14
4/1/2004,15.9,9.5,12.8,0,5.85,249.03,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,14
4/2/2004,15.3,9.5,12.6,0,4.54,274.47,NA,"Air Temperatures - Sunny Point (Converted NCSU BALD), Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,14
4/3/2004,15.8,6,13.1,0,4.32,278.79,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,14
4/4/2004,19.8,10.9,16.2,0,4.8,287,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/5/2004,15.8,5,12.4,0,4.91,314.75,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/6/2004,13.8,5,11.2,0,2.85,171.62,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/7/2004,19.8,11.9,16.3,0,3.41,227.58,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/8/2004,18.8,14.8,17.6,0,4.28,231.87,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/9/2004,21.9,12.9,18.3,0,4.02,22.46,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/10/2004,21.9,12.9,19,0,3.31,132.4,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,15
4/11/2004,23.9,17.8,21.2,0,4.25,174.32,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/12/2004,20.9,18.8,20.9,3.23,3.98,138.05,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/13/2004,20.9,18.8,20.8,0,5.11,183.18,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/14/2004,17.8,8.9,14.4,0,6.33,254.15,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/15/2004,19.8,8,14.3,0,4.66,327.43,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/16/2004,19.8,7,14.6,0,2.18,133.83,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/17/2004,20.9,9.9,18,0,2.85,200.33,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,16
4/18/2004,21.9,16.8,19.8,0,3.65,218.31,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/19/2004,21.9,16.8,20.1,0,3.59,216.44,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/20/2004,21.9,17.8,20.1,0,5.23,228.82,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/21/2004,22.9,17.8,20.5,0,4.07,214.11,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/22/2004,24.9,18.8,21.8,0,3.66,183.43,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/23/2004,23.9,17.8,21.9,0,3.41,200.96,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/24/2004,24.9,19.7,22.3,0,4.22,226.67,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,17
4/25/2004,24.9,18.8,21.7,0,2.99,111.07,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,18
4/26/2004,24.9,19.7,22.3,0,3.85,185.21,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,18
4/27/2004,21.9,13.9,19.3,0,4.46,299.98,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,18
4/28/2004,19.8,9.9,16.4,0,3.71,36.7,NA,"Air Temperatures, Precipitation & Wind - Brunswick Airport (Converted to NCSU BALD), Solar Radiation - NA",2004,4,18
